linea,tipo,razon,texto_original,porcentaje_automatico,detalles_base,detalles_avanzados,texto_catalan,texto_chino
10670506,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",La distinció entre màrqueting “estratègic” i “managerial” s'utilitza per distingir dues fases que te...,,,,,
10734470,eliminacion_catalan,caracteres_problematicos: {'%'},A causa de les incomprensibles regulacions i de les pàgines no explicades de formularis i instruccio...,,,,,
10746194,eliminacion_catalan,"caracteres_problematicos: {'*', '–', '·'}",* Cisco ScanSafe Web Intelligence Reporting – WIRe és una plataforma d'intel·ligència de negoci dese...,,,,,
10746238,eliminacion_catalan,caracteres_problematicos: {'“'},“Només seran 20 monedes d'or.,,,,,
10764949,eliminacion_catalan,caracteres_problematicos: {'•'},"• Solucions de pesatge lleuger que substitueixen materials tradicionals més pesats com el metall, el...",,,,,
10851231,eliminacion_catalan,caracteres_problematicos: {'—'},"M'agrada treballar per a una empresa global que et dóna l'oportunitat de moure't, conèixer llocs dif...",,,,,
10856992,eliminacion_catalan,caracteres_problematicos: {'%'},Però les persones que prenen dosis receptades durant un mes o més tenen entre un 2% i un 4% de possi...,,,,,
11098210,eliminacion_catalan,caracteres_problematicos: {'•'},"• els noms de les persones que es veuran afectades per la decisió i, per tant, han de conèixer-la, e...",,,,,
11117001,eliminacion_catalan,caracteres_problematicos: {'%'},"Fins i tot si el carbó i l'energia nuclear fossin afavorits per sobre del gas, l'impacte sobre la se...",,,,,
11215226,eliminacion_catalan,caracteres_problematicos: {'%'},No tinc la sensació d'haver arribat als 18 anys i he jugat un 79-80% de partides.,,,,,
11261864,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","No podeu “emmarcar” aquest lloc ni cap dels seus continguts, i accepteu no copiar cap part d'aquest ...",,,,,
11373859,eliminacion_catalan,"caracteres_problematicos: {'[', ']'}",El príncep Albert va ser un mecenes i partidari dels desenvolupaments posteriors en l'ensenyament de...,,,,,
11393660,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",La informació de DNS roman a la memòria cau de DNS del sistema operatiu (el “Servei de client DNS” a...,,,,,
11463733,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","Si no percebessin els refugiats sud-coreans com a “subhumans”, si haguessin percebut el patiment del...",,,,,
11484895,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","Goliat no té cap intenció de reactualitzar el seu marit i, en canvi, vol que li obri una porta a la ...",,,,,
11567721,eliminacion_catalan,caracteres_problematicos: {'·'},"Per als sol·licitants d'ocupació en particular, una comunicació clara pot proporcionar una instantàn...",,,,,
11585446,eliminacion_catalan,caracteres_problematicos: {'%'},Les limitacions del model inclouen que és principalment aplicable a països d'ingressos alts a causa ...,,,,,
11720457,eliminacion_catalan,"caracteres_problematicos: {'%', '·'}","Fins i tot actualment, al voltant del 50% de les pel·lícules d'intercanvi de calor utilitzades als p...",,,,,
11742509,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",L'absència de “seguretat per disseny” prové d'una manca de regulacions específiques i estrictes.,,,,,
11879007,eliminacion_catalan,caracteres_problematicos: {'%'},Compra la teva entrada fins al 31.08.2018 i aconsegueix un 10% de descompte sobre el preu habitual!,,,,,
11948800,eliminacion_catalan,caracteres_problematicos: {'/'},Les ànimes dels negres: assajos i esbossos /,,,,,
12067738,eliminacion_catalan,caracteres_problematicos: {'́'},L ́amor no augmenta ni disminueix.,,,,,
12082432,eliminacion_catalan,caracteres_problematicos: {'·'},"Va incloure alguns soldats i milícies del govern sirià, però els oficials militars i d'intel·ligènci...",,,,,
12094783,eliminacion_catalan,caracteres_problematicos: {'$'},"Alguns 262 dels enquestats de l'informe van dir que pensaven que el preu seria superior a $ 1,000 al...",,,,,
12110684,eliminacion_catalan,caracteres_problematicos: {'%'},"Quan un sol pare era fidel, el 73% dels seus fills es mantenien decidits a la fidelitat.",,,,,
12177209,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","Com que la notícia de “The Ten” segueix fluint, i les sabatilles personalitzades també són molt busc...",,,,,
12199250,eliminacion_catalan,caracteres_problematicos: {'·'},Universitat de Melbourne Vicerector adjunt (Investigació) Professor Jim McCluskey va dir que l'assoc...,,,,,
12230350,eliminacion_catalan,caracteres_problematicos: {'%'},"A causa de la inestabilitat dels gens, hi havia una taxa de mortalitat extremadament alta dels feti ...",,,,,
12317216,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","A mesura que el públic interactua amb ells, formen frases en evolució que reflecteixen la relació en...",,,,,
12423263,eliminacion_catalan,caracteres_problematicos: {'·'},Els responsables de màrqueting de continguts han d'ajustar la seva estratègia de continguts per asse...,,,,,
12479638,eliminacion_catalan,caracteres_problematicos: {'“'},“La família no és de qui portes la sang.,,,,,
12659137,eliminacion_catalan,"caracteres_problematicos: {'«', '»'}","«L'ebola m'ha arruïnat la vida encara que estigui curada», diu.",,,,,
12753641,eliminacion_catalan,caracteres_problematicos: {'“'},"“El poder de la història, doncs, és doble: proporciona simulació (coneixement sobre com actuar) i in...",,,,,
12754666,eliminacion_catalan,caracteres_problematicos: {'%'},"En una enquesta recent als usuaris, el 60% dels enquestats va dir que aprèn sobre productes i servei...",,,,,
12759670,eliminacion_catalan,caracteres_problematicos: {'/'},El segon objectiu és crear bones condicions perquè la comunitat participi en les activitats de preve...,,,,,
12868541,eliminacion_catalan,caracteres_problematicos: {'·'},"Funcions com el col·lapse duplicat, la correcció ortogràfica i les alertes milloren la rellevància d...",,,,,
12902770,eliminacion_catalan,caracteres_problematicos: {'·'},"Malament per als Estats Units, i jo lluitava contra aquestes idees quan vostè exercia l'advocacia i ...",,,,,
12914493,eliminacion_catalan,caracteres_problematicos: {'%'},"Andrew Brigden, de Fathom Consulting, va dir: ""Si els tipus d'interès tornessin als nivells anterior...",,,,,
13099642,eliminacion_catalan,"caracteres_problematicos: {'%', '·'}",Només el 41% dels consumidors globals diuen que planegen obtenir un nou telèfon intel·ligent en els ...,,,,,
13146476,eliminacion_catalan,caracteres_problematicos: {'%'},"Quan els llocs de treball es van esgotar, la majoria dels blancs se'n van anar, i ara el 84% de les ...",,,,,
13159372,eliminacion_catalan,caracteres_problematicos: {'·'},"Si hagués de definir personalment la religió, diria que és una bena que l'home ha inventat per prote...",,,,,
13330562,eliminacion_catalan,"caracteres_problematicos: {'[', ']'}","En altres paraules, un mapa era un model, més que un model del que pretenia representar. [...] Es va...",,,,,
13345244,eliminacion_catalan,caracteres_problematicos: {'»'},M'agradaria saber qui et va vendre les oques que vas subministrar a l'Alfa.».,,,,,
13352335,eliminacion_catalan,caracteres_problematicos: {'/'},"Produïda fins al 1968 en 970 unitats, la sèrie 275 també incloïa les especificacions de carrera 275 ...",,,,,
13358802,eliminacion_catalan,"caracteres_problematicos: {'[', ']'}","El personatge, creat el 1958 per l'artista Maria Perego,[1][2] va debutar a la televisió italiana el...",,,,,
13491716,eliminacion_catalan,caracteres_problematicos: {'·'},"El 2019, un pastor baptista de 71 anys va ser acusat d'activitat missionera il·legal, i dos baptiste...",,,,,
13551542,eliminacion_catalan,caracteres_problematicos: {'%'},"Les rebaixes de Nadal tenen més de 450 títols, i comencen des d'avui fins al 23 de desembre, on es p...",,,,,
13574995,eliminacion_catalan,caracteres_problematicos: {'#'},"Vicky Pattison x Goddiva SS19, disponible en línia a Goddiva.co.uk a partir de l'11 de febrer 2019 #...",,,,,
13587962,eliminacion_catalan,caracteres_problematicos: {'·'},"També gestiona carteres de patents internacionals per a empreses franceses consolidades, alhora que ...",,,,,
13648178,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","“Sempre m'ha agradat ser different, així que vaig abraçar aquesta mentalitat.”.",,,,,
13656749,eliminacion_catalan,"caracteres_problematicos: {'%', '·'}",Les estimacions de la proporció de jugadors de jocs d'ordinador que tenen un problema oscil·len entr...,,,,,
13660544,eliminacion_catalan,caracteres_problematicos: {'·'},"El seu treball és destruir la mercaderia més il·legal, el llibre imprès, juntament amb les cases...",,,,,
13840535,eliminacion_catalan,"caracteres_problematicos: {'[', ']'}",L'objectiu dels antics era el repartiment del poder [polític] entre els ciutadans de la pàtria: això...,,,,,
13887179,eliminacion_catalan,caracteres_problematicos: {'·'},"La de Michael havia iniciat una transformació, però per iniciar una revolució, caldria un xef contra...",,,,,
13898950,eliminacion_catalan,caracteres_problematicos: {'→'},"Mercat vol ""acció decisiva"" de manera que Turquia ha de pujar les taxes: economista de Yale Stephen ...",,,,,
13956002,eliminacion_catalan,"caracteres_problematicos: {'“', '”', '·'}",“Sentència d'avui finalment permetrà instal·lacions autoritzades a Nova Jersey per prendre les matei...,,,,,
13970154,eliminacion_catalan,caracteres_problematicos: {'%'},1) Dell admet que Apple ha guanyat (25% de probabilitat),,,,,
14064861,eliminacion_catalan,caracteres_problematicos: {'·'},Podria il·luminar nous mecanismes per a alguns trastorns metabòlics i potser explicar com funcionen ...,,,,,
14132296,eliminacion_catalan,"caracteres_problematicos: {'+', '%', '/'}","A partir dels resultats, el MACE+ es va produir en 707 dels 6.000 pacients (4,1%/any) del braç BELVI...",,,,,
14151723,eliminacion_catalan,caracteres_problematicos: {'‘'},"Aquest servei (que no és una app) va debutar a Singapur aquest estiu, on es diu Gai Gai (‘sortir' en...",,,,,
14224920,eliminacion_catalan,caracteres_problematicos: {'·'},"Assenyala que ""per a les franquícies esportives, una col·lecció d'art obre oportunitats de màrquetin...",,,,,
14299857,eliminacion_catalan,caracteres_problematicos: {'/'},"Si la trama forma part d'un missatge fragmentat, les dades de l'aplicació dels marcs de dades subseg...",,,,,
14331997,eliminacion_catalan,caracteres_problematicos: {'%'},"De fet, les persones que no bevien i no eren físicament actives tenien un risc entre un 30 i un 49% ...",,,,,
14397585,eliminacion_catalan,caracteres_problematicos: {'*'},"* Les escoles canviaran al model de finançament Gonski 2.0, amb una transició de sis anys per a les ...",,,,,
14428171,eliminacion_catalan,"caracteres_problematicos: {'$', '·'}","Per a les famílies els ingressos bruts oscil·len entre $80,000 i $140,000 anualment, el Berkeley MCA...",,,,,
14466044,eliminacion_catalan,caracteres_problematicos: {'–'},"Carol Warren (amb L Visser), 2016, The Local Turn: Revisiting Leadership, Elite Capture and Good Gov...",,,,,
14511769,eliminacion_catalan,caracteres_problematicos: {'‘'},Les tulipes vermelles signifiquen ‘creure'm' i són una declaració d'amor veritable.,,,,,
14539330,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","Aquest fet, és clar, és precisament la raó per la qual les empreses en l'àmbit de la gestió de la re...",,,,,
14695366,eliminacion_catalan,caracteres_problematicos: {'•'},• 4 litres de licors o 24 llaunes de cervesa (només per a no musulmans majors de 18 anys).,,,,,
14729308,eliminacion_catalan,caracteres_problematicos: {'“'},“No ens hauríem de prendre el text de Bonivard al peu de la lletra.,,,,,
14762394,eliminacion_catalan,caracteres_problematicos: {'‘'},"Havia signat un contracte amb el United però vaig haver de dir-li: ‘Ho sento, vull jugar amb el Chel...",,,,,
14793007,eliminacion_catalan,caracteres_problematicos: {'·'},"Eventualment, podríem optar per canvis estètics i enganxar els canins de grans dimensions d'animals ...",,,,,
14965408,eliminacion_catalan,caracteres_problematicos: {'“'},"“En una època anterior als metalls, aquestes persones van aconseguir extreure pedra, cavar rases, ge...",,,,,
14972714,eliminacion_catalan,caracteres_problematicos: {'”'},No volem que les empreses facin res different de la seva activitat normal; volem que facin la seva a...,,,,,
14999861,eliminacion_catalan,caracteres_problematicos: {'·'},"Parlant d'això, ja esmentem que la pèrdua de tokens U2F podria presentar alguns problemes, i només p...",,,,,
15037828,eliminacion_catalan,caracteres_problematicos: {'·'},Garantir que l'activitat econòmica a Internet pugui desenvolupar-se sense traves i que es respectin ...,,,,,
15203723,eliminacion_catalan,caracteres_problematicos: {'%'},"Al sector dels serveis, molt més gran, la producció està ara un 14% per sobre dels nivells anteriors...",,,,,
15207563,eliminacion_catalan,caracteres_problematicos: {'“'},"“Estic bé a París, però òbviament hi ha coses que hem de parlar amb el club, coses que hem de fer d'...",,,,,
15227751,eliminacion_catalan,caracteres_problematicos: {'%'},"L'informe indica que el tercer trimestre del 2015, el deute de les llars va assolir el 171% de la re...",,,,,
15246464,eliminacion_catalan,caracteres_problematicos: {'·'},Els químics USC Dornsife han trobat una forma més barata d'il·luminar les pantalles dels telèfons in...,,,,,
15257011,eliminacion_catalan,caracteres_problematicos: {'·'},"La seva capacitat de lideratge, la seva voluntat, el seu compromís infal·lible van ser apreciats per...",,,,,
15273813,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","“Algunes persones són molt impopulars, potser tu siguis així.”.",,,,,
15514892,eliminacion_catalan,caracteres_problematicos: {'·'},5G podrà admetre el nombre cada vegada més gran de dispositius connectats i intel·ligents tant en el...,,,,,
15533522,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","Les nostres “plataformes de mitjans socials” inclouen Twitter, Facebook, YouTube, LinkedIn i altres ...",,,,,
