linea,tipo,razon,texto_original
11810379,eliminacion_catalan,"caracteres_problematicos: {'“', '–'}","“De fet, segons vaig aprendre, hi havia al planeta on vivia el petit príncep –com en tots els planet..."
11831460,eliminacion_catalan,caracteres_problematicos: {'%'},"I el 45% dels menys-educats va dir que ells i les seves famílies eren propensos a vacunar-se, mentre..."
11933362,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",“Però hi hem tingut bons resultats recentment i ha estat un bon lloc per anar-hi.”.
12015166,eliminacion_catalan,caracteres_problematicos: {'€'},L'informe de l'OMS va citar un treball de l'Institut de Recerca de Salut Mental del país a 2011 que ...
12033011,eliminacion_catalan,caracteres_problematicos: {'—'},"—Ei, mama, quin és el meu tipus de sang?"
12167807,eliminacion_catalan,caracteres_problematicos: {'·'},"El 2015, el programa de recerca Horitzó 2020 de la Comissió Europea va demanar propostes per a un pr..."
12178016,eliminacion_catalan,caracteres_problematicos: {'—'},—S'ha adonat l'Alfred que en sabeu res?
12187548,eliminacion_catalan,caracteres_problematicos: {'“'},"Segons fonts diplomàtiques, “Les forces armades xilenes estan interessades a comprar el míssil."
12232177,eliminacion_catalan,caracteres_problematicos: {'»'},"No van ser els Déus els qui van crear l'home, sinó l'home qui, de la seva vida d'ànima, va crear els..."
12274622,eliminacion_catalan,"caracteres_problematicos: {']', '['}",Si tots eren al cotxe o si algunes de les [víctimes] eren vianants no podem dir en aquest moment.
12410392,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","Dos equips d'investigació del Japó i Austràlia, recentment passat estudi separat va treure una concl..."
12410418,eliminacion_catalan,caracteres_problematicos: {'%'},Menjar regularment menjar ràpid va augmentar el risc en un 17%.
12595859,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","(10) En aquesta audiència, el comandant del Comandament Cibernètic dels Estats Units, l'almirall Mik..."
12609097,eliminacion_catalan,"caracteres_problematicos: {'–', '/'}",Treballem amb clients seleccionats en tasques de la cursa / activitats esportives / temes d'utilitat...
12633413,eliminacion_catalan,caracteres_problematicos: {'‘'},‘Google Trends' és una altra eina genial per veure si el tema és estacional i si ofereix creixement.
12646131,eliminacion_catalan,caracteres_problematicos: {'·'},Disney també va dir que estrenarà el vuitè episodi de la sèrie de pel·lícules de ciència ficció Star...
12729676,eliminacion_catalan,caracteres_problematicos: {'•'},• Participa a la gira asiàtica des del 2011 i va aconseguir la seva primera victòria a l'Open de Fil...
12742261,eliminacion_catalan,caracteres_problematicos: {'·'},Va dir que els 107 empleats de l'empresa van fabricar les plaques de circuits que controlen moltes d...
12824995,eliminacion_catalan,caracteres_problematicos: {'·'},Entre els seus projectes hi ha el desenvolupament de la sala d'exposicions i instal·lacions de serve...
12866325,eliminacion_catalan,"caracteres_problematicos: {'“', '·'}",“Creiem en el potencial de l'exploració espacial i en la col·laboració amb socis i líders mundials p...
12945681,eliminacion_catalan,caracteres_problematicos: {'·'},"Si seguiu les instruccions, carNAVi cancel·larà l'autorització de la targeta de crèdit, de manera qu..."
12998945,eliminacion_catalan,caracteres_problematicos: {'+'},"Per veure correctament la nostra pàgina d'inici, necessiteu suport per a Flash Player 9+."
13016980,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",Us recomanem que envieu un registre i després en comenceu un altre: això us permetrà “tallar” la inf...
13043786,eliminacion_catalan,caracteres_problematicos: {'“'},“Una vegada em vas preguntar què era el mal.
13165287,eliminacion_catalan,"caracteres_problematicos: {']', '['}",[I] mai en parlaré a la meva entrevista.
13177237,eliminacion_catalan,"caracteres_problematicos: {'«', '»'}","Va continuar: «Nigèria i Afganistan, possiblement dos dels països més corruptes del món.»."
13339025,eliminacion_catalan,caracteres_problematicos: {'“'},"“La següent parada ens porta a Spa, un dels circuits més icònics del calendari."
13352177,eliminacion_catalan,caracteres_problematicos: {'—'},"Molts dels seus escrits —articles, poemes, discursos i cartes— han estat compilats en un llibre: La ..."
13377491,eliminacion_catalan,caracteres_problematicos: {'/'},"Amb el naixement dels estàndards de codificació de vídeo digital H.264 / H.265, la qualitat de la tr..."
13388735,eliminacion_catalan,caracteres_problematicos: {'·'},"No porten la pau ni la terra als treballadors, porten al poble la rebel·lió sense sentit i criminal ..."
13389128,eliminacion_catalan,caracteres_problematicos: {'–'},Aquesta investigació destaca la importància dels comportaments –el consum de cafè i no fumar en part...
13400424,eliminacion_catalan,caracteres_problematicos: {'”'},"Hi ha una diferència entre les plantes, igual que hi ha una diferència entre els homes.”."
13477577,eliminacion_catalan,caracteres_problematicos: {'·'},"A més, el treball de recerca de la Facultat se centra fortament en les qüestions economicopolítiques..."
13613847,eliminacion_catalan,caracteres_problematicos: {'”'},"I l'abandonament de la consideració seriosa de la gratitud no es limita a la psicologia: Aristòtil, ..."
13627305,eliminacion_catalan,caracteres_problematicos: {'·'},"Concentraríem la nostra artilleria antiaèria a les zones que crèiem susceptibles de sobrevolar, i co..."
13778797,eliminacion_catalan,"caracteres_problematicos: {'·', '”'}","A més, amb aproximadament 40 països que inclouen vacunes contra la varicel·la en els seus programes ..."
13802191,eliminacion_catalan,"caracteres_problematicos: {'&', '/'}",Tenint en compte que molta gent a Wall Street està involucrada en Bitcoin (BTC) aquesta vegada i que...
13834565,eliminacion_catalan,caracteres_problematicos: {'·'},"Era simplement un col·lega disposat a conspirar per destruir el dòlar, destrossar l'economia nord-am..."
13868630,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",“Aprens persistència.”.
13903881,eliminacion_catalan,caracteres_problematicos: {'/'},"El sistema d'incentius/promeses de Kickstarter, amb objectius i recompenses mínimes, és un example d..."
13977311,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","Basat en el llibre infantil de Roald Dahl, “Willie Wonka i la fàbrica de xocolata” no va ser un èxit..."
14013076,eliminacion_catalan,caracteres_problematicos: {'·'},"Estic rebent actualitzacions periòdiques, i el Ministeri de l'Interior col·laborarà estretament amb ..."
14028007,eliminacion_catalan,caracteres_problematicos: {'%'},"Durant els semestres dos i tres, els estudiants realitzaran pràctiques júnior en una organització se..."
14046289,eliminacion_catalan,caracteres_problematicos: {'$'},Avui diu que val la pena alguns $8 milions de dòlars.
14062303,eliminacion_catalan,caracteres_problematicos: {'%'},"""He estat conegut per tenir els peus ""diva"", diu Flanagan, ""però quan vaig provar per primera vegada..."
14195663,eliminacion_catalan,"caracteres_problematicos: {']', '['}","Va intentar obrir un petit local a Savannah el 2012, [...]"
14320725,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","“Estem veient que amb aquest tipus de creixement, tens tota una nova generació de joves que volen pa..."
14590610,eliminacion_catalan,caracteres_problematicos: {'&'},Triar un índex extremadament popular com l'S&P500 o el Nikkei significa que tindràs un pou profund d...
14637196,eliminacion_catalan,caracteres_problematicos: {'·'},També va il·lustrar un debat en curs en el període sobre si les OCM a les quals se'ls demanava que c...
14666296,eliminacion_catalan,caracteres_problematicos: {'·'},"Fins i tot amb aquest potencial de personalització i optimització de processos, les empreses han de ..."
14682610,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","“Alguns hàbits, en altres paraules, importen més que altres a l'hora de refer negocis i vides.”."
14726521,eliminacion_catalan,"caracteres_problematicos: {']', '['}","Durant l'esdeveniment, Daniel Russel, diplomàtic resident i investigador principal de l'Institut de ..."
14819683,eliminacion_catalan,caracteres_problematicos: {'%'},"Al Regne Unit, el percentatge de dones en ocupacions relacionades amb la salut continua sent només d..."
14823100,eliminacion_catalan,caracteres_problematicos: {'%'},"La notícia va provocar un augment del 9,3% en les accions de Teladoc (TDOC), que s'ha disparat en el..."
14824790,eliminacion_catalan,"caracteres_problematicos: {'·', '+'}",Nombre de socis externs en R+D (universitats i col·legis): aproximadament 30
14861054,eliminacion_catalan,caracteres_problematicos: {'/'},"El 1977, l'Assemblea General va convocar l'observança annual del 29 de novembre com a Dia Internacio..."
14869361,eliminacion_catalan,"caracteres_problematicos: {'«', '»'}","Allí no hi ha «trops d'assalt», només un grup de persones dedicades a l'Estat de Dret i a la veritat..."
14894918,eliminacion_catalan,caracteres_problematicos: {'~'},Per tal d'adaptar-se a les necessitats de desenvolupament de maquinària de transport miner i maquinà...
14959863,eliminacion_catalan,caracteres_problematicos: {'%'},L'Organització per a la Cooperació i el Desenvolupament Econòmic (OCDE) va predir recentment en la V...
15004532,eliminacion_catalan,"caracteres_problematicos: {'%', '+'}","Els cinc primers llocs nacionals ""Hua Mi OV"" + ""Apple"" van representar el 81% de la quota de mercat ..."
15100822,eliminacion_catalan,"caracteres_problematicos: {']', '['}","Tot i això, la força ha dit des de llavors: Si tots eren al cotxe o si algunes de [les víctimes] ere..."
15114045,eliminacion_catalan,"caracteres_problematicos: {'%', '/'}","Segons l'Associació Irlandesa de Whisky, els Estats Units segueixen sent el mercat més gran per al w..."
15170011,eliminacion_catalan,caracteres_problematicos: {'–'},Els dos primers mesos (15 de maig – 15 de juliol) no són tan calorosos amb un clima relativament còm...
15191076,eliminacion_catalan,caracteres_problematicos: {'·'},"Kimmel va interpretar les seves preocupacions sobre el procediment per riure's abans de res, però qu..."
15193031,eliminacion_catalan,caracteres_problematicos: {'·'},"No he tingut l'oportunitat de llegir les notes de la versió per veure què tot és nou, ja que actualm..."
15234322,eliminacion_catalan,caracteres_problematicos: {'“'},“El partit inaugural del torneig serà entre Itàlia i Turquia i per a mi va ser una agradable sorpres...
15262014,eliminacion_catalan,caracteres_problematicos: {'—'},"—Bé, no, ser un fantasma està bé."
15296411,eliminacion_catalan,"caracteres_problematicos: {']', '['}","Els quatre personatges són llançats a una versió recargolada de la ciutat, envaïda per zombis, i són..."
15401800,eliminacion_catalan,caracteres_problematicos: {'·'},Introducció a la col·lecció de farmacopea hospitalària de la Biblioteca.
15421553,eliminacion_catalan,caracteres_problematicos: {'”'},No oblidaré la persona per la resta de la meva vida” (VI11).
15443120,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","De sobte va tornar a exclamar: “Pare, mira que els núvols corren amb nosaltres!”"
15467855,eliminacion_catalan,caracteres_problematicos: {'·'},...L'OSSPAC estima que en el corredor I-5 es necessitaran entre un i tres mesos després del terratrè...
15468145,eliminacion_catalan,caracteres_problematicos: {'%'},Tot i que la majoria dels líders empresarials i de TI d'APJ ja no qüestionen la necessitat de DevOps...
15505384,eliminacion_catalan,caracteres_problematicos: {'«'},"Crist digué: «Aquest és el meu cos, que us ha estat donat."
15556256,eliminacion_catalan,caracteres_problematicos: {'%'},"Tot i això, en el 60% de les ocupacions, almenys un terç de les tasques podrien estar automatitzades..."
15638626,eliminacion_catalan,caracteres_problematicos: {'+'},Dissenyat per: Siegel+Gale
15736094,eliminacion_catalan,"caracteres_problematicos: {'=', '$', '*'}",Els candidats seleccionats normalment se'ls proporcionarà una beca de postgrau amb un estipendi mens...
15824362,eliminacion_catalan,caracteres_problematicos: {'%'},"La despesa publicitària en roba i comerç al detall va ser el que més va augmentar, un 18% l'any pass..."
15834271,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","“Si la condició de l'home ha de ser progressivament millorada, com esperem i creiem amb afecte, l'ed..."
16081486,eliminacion_catalan,"caracteres_problematicos: {'–', '·'}","I mentre la seva mare Kris Jenner brillava amb orgull, Kim – vestida de Balmain – semblava estar lla..."
